lp,NazwaAplikacji,NumerModelowy,Wlasciciel,CzasTworzenia,Budzet,LiczbaPobran,CzyAplikacjaJestPlatna,DataWydania,OstatniaAktualizacjaOprogramowania
791,Quo Lux,8934749056,Otho Cappineer,278 dni,79569 zł,559710,false,23.3.2015,12.4.2019
792,Zamit,9457677375,Liz Darko,662 dni,82923 zł,5213749,false,17.7.2014,28.3.2021
793,Fix San,9090637269,Silvano Daintrey,297 dni,2712 zł,9856005,true,24.10.2015,10.5.2018
794,Toughjoyfax,3081522830,Holt Hampson,684 dni,69614 zł,2511805,true,18.11.2015,29.3.2022
795,Lotlux,5131076919,Lynn Sells,735 dni,73691 zł,709654,true,28.9.2013,24.2.2021
796,It,6338600910,Joann Pymar,378 dni,65599 zł,1791092,true,25.9.2015,1.2.2021
797,Subin,3076001179,Drona Sapsforde,559 dni,93167 zł,5631478,false,4.10.2013,17.1.2022
798,Zaam-Dox,625979776,Erma Emblin,364 dni,2125 zł,4501834,true,18.8.2013,10.7.2020
799,Konklux,2876993026,Archaimbaud Benfield,429 dni,18009 zł,8893038,true,29.12.2012,2.11.2022
800,Y-Solowarm,167797673,Thomasa Losebie,123 dni,4769 zł,6581212,true,10.9.2012,17.9.2021
801,Viva,9805861753,Aile Guillot,834 dni,3467 zł,2764402,true,16.10.2015,18.6.2021
802,Latlux,9873719473,Michele O'Cullen,315 dni,64834 zł,9641537,false,8.12.2013,20.1.2022
803,Sonsing,3093198614,Mehetabel Frontczak,157 dni,83933 zł,8826187,false,26.12.2014,9.1.2020
804,Daltfresh,6484772780,Jamesy Bortoloni,766 dni,27295 zł,5263795,false,30.9.2014,15.12.2015
805,Bitwolf,4204736812,Arabel Fisbey,824 dni,28020 zł,5831814,true,30.3.2013,29.3.2017
806,Treeflex,1985976879,Tiler Hubberstey,768 dni,87427 zł,1681004,true,22.10.2014,13.12.2021
807,Zathin,596224595,Julee Drivers,327 dni,71328 zł,9478670,true,15.5.2014,1.2.2020
808,Pannier,4538728298,Leilah Mewis,76 dni,43863 zł,6369081,true,11.2.2014,24.6.2018
809,Alphazap,3866109201,Jaquith Buckmaster,741 dni,99315 zł,2508743,true,2.2.2015,12.4.2021
810,It,3233528960,Marge Limrick,296 dni,16256 zł,1958915,true,17.9.2013,27.2.2016
811,Konklab,3839629824,Terrell Himsworth,845 dni,97463 zł,3816184,true,8.3.2013,3.4.2019
812,Namfix,6768660853,Flory Weddeburn - Scrimgeour,553 dni,67056 zł,8320074,true,29.4.2014,2.11.2019
813,Keylex,2497726102,Jolie Dumini,475 dni,81928 zł,9017540,false,26.5.2013,2.3.2016
814,Zamit,347075156,Tatiania Tournie,376 dni,92513 zł,322804,true,20.8.2014,9.12.2021
815,Stronghold,8110382124,Maxie Boyfield,775 dni,49669 zł,9660295,true,10.2.2014,4.1.2020
816,Vagram,7931063497,Carlee Leeder,802 dni,96832 zł,524988,true,5.12.2012,12.1.2018
817,Cookley,2480889426,Rodge Girardet,419 dni,95680 zł,5800964,true,13.2.2015,24.2.2018
818,Solarbreeze,5118767204,Codi Maudlin,676 dni,6669 zł,4732583,true,10.8.2013,1.4.2022
819,Asoka,7030906536,La verne Rowan,496 dni,68208 zł,5543768,false,6.6.2014,10.2.2018
820,Hatity,2665262440,Casper Esser,526 dni,59620 zł,6325676,true,14.10.2012,17.7.2022
821,Solarbreeze,1301156022,Thomasin Smitten,263 dni,48860 zł,4855947,true,21.3.2013,5.4.2020
822,Andalax,3490335836,Stan O'Rourke,62 dni,59128 zł,4971911,true,3.12.2012,21.6.2018
823,Sub-Ex,2950114974,Isahella Elmhurst,627 dni,37125 zł,8396545,false,3.1.2014,4.7.2016
824,Stronghold,2564060306,Lois Andrassy,226 dni,27690 zł,2697306,false,20.8.2014,14.4.2021
825,Fintone,4749177296,Lucina Laux,19 dni,49822 zł,4680028,true,15.1.2013,31.7.2018
826,Transcof,1357336948,Louella Waliszek,177 dni,66865 zł,672405,false,31.5.2015,12.12.2016
827,Namfix,1216258817,Laurena Yatman,723 dni,49341 zł,3608616,false,4.12.2013,7.10.2022
828,Ventosanzap,9688376377,Del Heartfield,556 dni,48810 zł,4935507,false,20.8.2013,5.1.2017
829,Konklux,5129263992,Ludovika Gilham,293 dni,8046 zł,3170402,false,14.10.2015,15.6.2016
830,Veribet,5186701080,Jackie Jansens,251 dni,44428 zł,3188529,false,23.4.2015,21.11.2016
831,Tampflex,1934969347,Brannon Hayhoe,542 dni,39126 zł,3763240,false,18.9.2013,25.4.2016
832,Viva,8377233689,Nealy Roizin,485 dni,7578 zł,995853,true,2.2.2014,22.3.2022
833,Stringtough,9889761844,Alvira Sainz,877 dni,72133 zł,3388334,true,18.9.2012,10.5.2020
834,Lotstring,1807419261,Vincent Spargo,130 dni,45983 zł,6479295,true,25.1.2014,2.8.2020
835,It,3212390855,Reginauld Hudd,382 dni,88340 zł,4024369,false,12.12.2012,13.2.2018
836,Alpha,9948656212,Pearla Marriage,286 dni,14627 zł,469553,false,6.5.2015,3.2.2017
837,Job,6575596127,Mayne Blant,550 dni,22428 zł,1987274,false,2.11.2014,9.8.2016
838,Ronstring,8736168740,Killy McPherson,439 dni,72299 zł,9540834,true,30.9.2013,18.4.2019
839,Namfix,318412051,Addy Lough,565 dni,26426 zł,8509679,false,22.1.2015,2.2.2016
840,Bitwolf,4964522071,Lethia Fasey,805 dni,46363 zł,8169937,false,28.11.2012,3.5.2016
841,Redhold,880942728,Lorita Copperwaite,482 dni,34825 zł,1207353,false,25.3.2014,26.12.2021
842,Temp,2115724490,Arlin Guerola,534 dni,572 zł,7555829,false,5.4.2014,7.5.2021
843,Sub-Ex,2198442105,Maddy Olivari,818 dni,33161 zł,958943,true,17.4.2014,4.12.2017
844,Voyatouch,6383228403,Gael Afield,656 dni,77105 zł,5856079,false,19.3.2013,14.8.2022
845,Asoka,4497807974,Sarah Rosewarne,638 dni,94566 zł,7277481,true,19.6.2015,10.3.2019
846,Otcom,3629879686,Gilberto Palk,257 dni,30042 zł,8207699,true,1.9.2012,25.5.2021
847,Zathin,6708021670,Robbi Bottleson,389 dni,5892 zł,7768729,false,22.8.2014,21.8.2018
848,Tempsoft,6980427423,Siegfried Sheirlaw,15 dni,48883 zł,4752151,false,8.10.2013,13.1.2019
849,Konklab,5422219317,Masha Breheny,493 dni,24245 zł,154053,true,6.5.2015,27.10.2022
850,Tres-Zap,5094516146,Virge Stead,324 dni,3994 zł,4089487,false,14.2.2013,14.2.2018
851,Hatity,5848134720,Yasmin Dalston,749 dni,64206 zł,7269222,true,27.11.2012,31.1.2017
852,Zontrax,1662968072,Sophie Wemyss,480 dni,84353 zł,6110793,true,9.9.2013,6.9.2020
853,Trippledex,6002504197,Cammy Tuffield,13 dni,95451 zł,3595449,false,6.4.2013,31.3.2020
854,Stronghold,2985577261,Elbertine Brand,284 dni,59085 zł,6906893,false,31.8.2012,21.7.2018
855,Temp,2799101792,Ruy Tenant,302 dni,6709 zł,2470583,true,6.1.2014,11.6.2019
856,Cardify,1460018275,Morgun Seiller,177 dni,79005 zł,9856539,false,27.6.2015,3.6.2022
857,Overhold,4318881455,Lisa Mitchley,140 dni,332 zł,1166411,false,29.12.2013,24.4.2019
858,Ronstring,4308508817,Friederike Flipek,78 dni,96394 zł,5175663,false,2.7.2013,29.5.2017
859,Ronstring,8936391653,Owen Whyborn,362 dni,86874 zł,7981800,true,10.11.2014,21.8.2019
860,Tampflex,1084126976,Willie Struis,856 dni,1734 zł,6615911,true,27.9.2013,8.5.2021
861,Span,6009694810,Gillian De Hooch,531 dni,21921 zł,4315116,false,2.6.2015,6.4.2021
862,Stim,2601274407,Lorant Yaldren,134 dni,29431 zł,2449598,true,8.2.2013,2.9.2021
863,Greenlam,4538829793,Burch Cruickshanks,884 dni,2779 zł,5443760,false,12.8.2015,26.9.2020
864,Gembucket,9316995937,Marylinda Joule,574 dni,94773 zł,1159362,true,24.4.2014,31.10.2017
865,Zathin,915770536,Devan Curcher,726 dni,98559 zł,991114,true,24.10.2012,22.10.2019
866,Sonsing,1448494055,Gavan Dring,509 dni,88689 zł,2787165,false,7.3.2013,2.7.2018
867,Opela,9515402563,Casey Weiser,334 dni,4484 zł,4486711,true,21.5.2013,6.1.2021
868,Trippledex,6297507107,Hymie Barthot,518 dni,79324 zł,17917,true,2.2.2015,9.12.2019
869,Prodder,7761895792,Beilul Kench,90 dni,32959 zł,4313970,true,23.2.2013,15.12.2017
870,Quo Lux,1773619848,Arnie Winslet,334 dni,93920 zł,2258374,false,28.5.2014,8.2.2017
871,Alphazap,6994848814,Nari Skase,400 dni,82514 zł,2443940,false,27.12.2012,18.1.2021
872,Zaam-Dox,8951550422,Kordula Lamberth,536 dni,89714 zł,1149790,true,25.9.2014,25.7.2021
873,Kanlam,7917233989,Rosalie Goter,47 dni,66944 zł,2101761,false,30.4.2015,16.8.2016
874,Asoka,2692264420,Odessa Clowney,135 dni,12790 zł,8977336,false,25.9.2014,28.2.2022
875,Fintone,2877374172,Glenda Sussams,647 dni,41312 zł,1556205,false,30.6.2013,23.11.2019
876,Fix San,5247772938,Jessee Barneveld,264 dni,67412 zł,1656462,false,3.7.2014,7.6.2016
877,Redhold,1612692285,Florinda Piccard,754 dni,41329 zł,4014721,true,10.6.2014,5.5.2022
878,Otcom,1847983237,Dick Stable,375 dni,18567 zł,54804,true,6.10.2012,8.2.2019
879,Transcof,6147421213,Stacy Wickersham,374 dni,3911 zł,2934664,true,9.10.2015,5.1.2019
880,Viva,6440141268,Estrella Bryers,90 dni,49884 zł,1130310,true,27.8.2014,28.7.2016
881,Zoolab,3169283031,Hart Sher,370 dni,23954 zł,6305953,true,7.10.2012,13.3.2022
882,Stronghold,7727813800,Florette Scarff,528 dni,29152 zł,2044193,false,13.10.2015,10.5.2018
883,Zontrax,5311602907,Erma Pinar,194 dni,43682 zł,6191358,false,18.9.2015,9.4.2018
884,Rank,914751956,Wilow Notton,397 dni,42302 zł,6672123,true,20.7.2013,23.2.2016
885,Alphazap,1546555148,Celestina Larmett,247 dni,30891 zł,9887327,false,21.12.2012,13.12.2016
886,Bamity,1371103661,Gordan Columbine,735 dni,2762 zł,2098268,false,7.11.2015,11.4.2018
887,Latlux,8434104007,Darya Duignan,252 dni,24598 zł,3115498,false,16.10.2014,20.5.2020
888,Hatity,9257010153,Bernice Derby,665 dni,24438 zł,8935693,true,13.9.2014,22.3.2022
889,Alpha,7245199679,Stanford Tupling,527 dni,39878 zł,1003530,true,5.9.2014,27.8.2018
890,Asoka,1499882972,Dugald Jerrome,425 dni,1806 zł,2222042,true,10.12.2015,20.3.2020
891,Matsoft,8567509357,Miof mela Accomb,174 dni,45240 zł,6168831,false,9.10.2013,25.11.2021
892,Bitwolf,7901469650,Brennan Scraney,238 dni,25569 zł,9966671,false,24.10.2012,21.11.2019
893,Transcof,1550721750,Audy Patrickson,251 dni,3254 zł,5703803,true,14.6.2014,13.2.2019
894,Tresom,345360380,Pepi Radwell,160 dni,98267 zł,4583215,false,5.5.2014,11.1.2018
895,Viva,5356288714,Wolf Wimsett,542 dni,37086 zł,4872554,true,20.6.2013,13.5.2018
896,Daltfresh,8561507407,Sam Anan,551 dni,70486 zł,9983716,false,25.9.2015,22.12.2018
897,Cardify,9211915294,Moina Boxall,155 dni,25892 zł,4581546,true,25.2.2015,15.8.2018
898,Opela,6386810794,Rodolfo Szimoni,373 dni,41519 zł,8489335,false,5.5.2015,14.4.2022
899,Subin,9313469003,Alyss Hearnshaw,601 dni,34009 zł,5406061,true,22.10.2012,20.7.2018
900,Voyatouch,7267812963,Wilek Smallpeace,81 dni,77033 zł,2463449,true,17.11.2014,17.10.2019
